Identifiant,City,Post_Code,Address,Sales_Date,House_Type,Price,Number_of_Rooms,House_Inside_Area,Population,Population_Density(km2),Altitude_min(m),Avg_Temperature,Number_of_Schools,Number_of_Hospital,Region_Area(km2),Precipitation,Avg_Monthly_Salary,Avg_Age
2020-284925,Montauban,82000,284 RUE LOUIS SABATIER,08/04/2020,Maison,132500,3,65,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284811,Montauban,82000,2 RUE DENFERT ROCHEREAU,03/04/2020,Appartement,75000,3,60,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284856,Montauban,82000,18 RUE HONORE DE BALZAC,03/04/2020,Maison,160000,4,77,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284861,Montauban,82000,4 RUE DE LA COMEDIE,03/04/2020,Appartement,129500,3,71,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284809,Montauban,82000,24 RUE BAYLE,01/04/2020,Maison,122000,3,60,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284860,Montauban,82000,9 IMP MARCEL AYME,31/03/2020,Maison,145000,5,92,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284769,Montauban,82000,13 RUE HENRI MARRE,31/03/2020,Maison,370330,6,182,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284859,Montauban,82000,63 AV GAMBETTA,30/03/2020,Appartement,85000,3,53,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284726,Montauban,82000,12 AV CHAMIER,30/03/2020,Appartement,88800,4,69,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284776,Montauban,82000,6 RUE LEON DE MALEVILLE,27/03/2020,Appartement,99000,3,78,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284731,Montauban,82000,3 RUE JOLIOT CURIE,26/03/2020,Appartement,112000,4,62,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284734,Montauban,82000,253 AV DE FONNEUVE,25/03/2020,Appartement,86000,2,50,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284653,Montauban,82000,24 RUE DU GENERAL SARRAIL,24/03/2020,Appartement,120000,1,50,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284675,Montauban,82000,18 RUE MARY LAFON,19/03/2020,Appartement,127000,4,99,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284741,Montauban,82000,58 RUE DE LA REPUBLIQUE,16/03/2020,Appartement,87500,2,40,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284638,Montauban,82000,26 RUE ANTONIN PERBOSC,16/03/2020,Maison,220000,5,120,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284696,Montauban,82000,12 RUE ARMAND CAMBON,16/03/2020,Appartement,248400,4,103,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284658,Montauban,82000,14 RUE GUILLAUME BIGOURDAN,16/03/2020,Maison,157300,2,33,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284635,Montauban,82000,24 RUE MILA,13/03/2020,Appartement,64300,1,36,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284685,Montauban,82000,4 IMP ROGER ECHE,12/03/2020,Maison,156000,5,93,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284812,Montauban,82000,41 AV DU 11 EME REGIMENT INF,12/03/2020,Appartement,114000,3,68,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284639,Montauban,82000,24 RUE DU FORT,12/03/2020,Appartement,125800,3,80,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284755,Montauban,82000,4 RUE DE LA COMEDIE,11/03/2020,Appartement,153150,5,99,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284789,Montauban,82000,9 RUE FREDERIC MISTRAL,10/03/2020,Maison,195000,5,94,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284706,Montauban,82000,4 RUE ARMAND CAMBON,10/03/2020,Appartement,125000,2,66,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284708,Montauban,82000,200 BD VINCENT AURIOL,10/03/2020,Appartement,140000,4,77,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284863,Montauban,82000,80 AV CHARLES DE GAULLE,10/03/2020,Maison,230000,7,100,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284634,Montauban,82000,4B RUE LAGRAVERE,10/03/2020,Appartement,141130,4,90,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284567,Montauban,82000,42 RUE DE LA RESISTANCE,09/03/2020,Appartement,185000,1,30,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284623,Montauban,82000,14 RUE SAINT JEAN VILLENOUVELLE,07/03/2020,Maison,101000,3,68,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284450,Montauban,82000,5 BD GUSTAVE GARRISSON,06/03/2020,Appartement,60000,2,43,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284681,Montauban,82000,4 RUE LEON DE MALEVILLE,06/03/2020,Appartement,107000,4,110,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284579,Montauban,82000,23 RUE MONGE,06/03/2020,Appartement,116300,3,62,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284629,Montauban,82000,4 RUE ETAMPES,06/03/2020,Appartement,199100,2,46,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284684,Montauban,82000,22 RUE LEON CLADEL,05/03/2020,Maison,425000,7,244,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284718,Montauban,82000,14 PL PRAX PARIS,05/03/2020,Appartement,158000,4,104,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284705,Montauban,82000,38 AV GAMBETTA,05/03/2020,Appartement,113000,4,106,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284562,Montauban,82000,56 AV GAMBETTA,04/03/2020,Appartement,110000,4,75,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284552,Montauban,82000,50 AV CHARLES DE GAULLE,03/03/2020,Maison,325535,5,131,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284851,Montauban,82000,28B RUE BESSIERES,03/03/2020,Appartement,72400,2,52,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284435,Montauban,82000,2 PL DE LA LIBERATION,03/03/2020,Appartement,80000,3,56,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284421,Montauban,82000,6 IMP BARDIN,02/03/2020,Maison,130000,5,100,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284448,Montauban,82000,209 BD ALSACE LORRAINE,28/02/2020,Appartement,69000,2,46,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284581,Montauban,82000,1 RUE DE L HORLOGE,28/02/2020,Appartement,86200,2,39,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284427,Montauban,82000,47 BD GUSTAVE GARRISSON,28/02/2020,Appartement,111000,4,75,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284440,Montauban,82000,176 BD ALSACE LORRAINE,28/02/2020,Appartement,109000,3,63,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284396,Montauban,82000,6 RUE DE CHATEAUVIEUX,28/02/2020,Maison,284000,5,110,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284442,Montauban,82000,253 AV DE FONNEUVE,28/02/2020,Appartement,68000,2,50,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284429,Montauban,82000,87 GR GRAND RUE SAPIAC,28/02/2020,Maison,245850,5,109,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284446,Montauban,82000,18 RUE DU GENERAL SARRAIL,28/02/2020,Appartement,460000,4,70,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284365,Montauban,82000,73 RUE EDOUARD FORESTIE,27/02/2020,Maison,175000,5,74,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284286,Montauban,82000,4 IMP AMPERE,27/02/2020,Maison,90076,4,75,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284594,Montauban,82000,15B RUE HENRI MARRE,27/02/2020,Appartement,184000,5,98,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284423,Montauban,82000,39 GR GRAND RUE SAPIAC,26/02/2020,Appartement,185000,1,51,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284447,Montauban,82000,17 RUE D ELIE,26/02/2020,Appartement,176000,3,109,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284470,Montauban,82000,66 AV GAMBETTA,25/02/2020,Appartement,70000,2,40,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284358,Montauban,82000,6 RUE DE LA FOBIO,24/02/2020,Maison,170000,4,112,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284151,Montauban,82000,1100 RUE DES OULES,22/02/2020,Maison,80000,4,89,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-284265,Montauban,82000,28 RUE DU PRE BENAIS,21/02/2020,Maison,125000,3,79,60952,451,72,13.8,57,9,13517,749,2282,41.8
2020-345261,Cachan,94230,26 RUE DE LA SOMME,30/06/2020,Maison,755000,5,98,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345292,Cachan,94230,49 AV PAUL VAILLANT COUTURIER,29/06/2020,Appartement,116266,2,34,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345486,Cachan,94230,13 RUE MARX DORMOY,26/06/2020,Appartement,275200,1,48,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345445,Cachan,94230,6 RUE DU RUNGIS,25/06/2020,Maison,686410,4,75,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345447,Cachan,94230,10 RUE DE BERRY,25/06/2020,Appartement,222572,4,60,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345492,Cachan,94230,46 AV DUMOTEL,23/06/2020,Appartement,307000,3,60,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345194,Cachan,94230,78 RUE GABRIEL PERI,23/06/2020,Maison,473000,5,85,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345266,Cachan,94230,13 SEN DES JONCS,23/06/2020,Maison,660000,5,101,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345277,Cachan,94230,74B RUE ETIENNE DOLET,19/06/2020,Appartement,425000,4,75,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344959,Cachan,94230,48 AV JEAN JAURES,19/06/2020,Appartement,222000,2,37,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345198,Cachan,94230,24 RUE GALLIENI,19/06/2020,Appartement,485000,5,102,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345353,Cachan,94230,9 RUE MIRABEAU,19/06/2020,Appartement,169000,1,25,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345223,Cachan,94230,73 AV DUMOTEL,17/06/2020,Maison,804000,5,93,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345305,Cachan,94230,2 PL CHATEAUBRIAND,17/06/2020,Appartement,720000,1,44,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345254,Cachan,94230,8 AV VATIER,17/06/2020,Maison,430000,5,82,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345172,Cachan,94230,10 RUE DE BERRY,17/06/2020,Appartement,190000,4,60,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344983,Cachan,94230,6 AV DU PRESIDENT WILSON,17/06/2020,Appartement,327000,4,66,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344839,Cachan,94230,19 AV JEAN JAURES,16/06/2020,Maison,856000,5,118,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345158,Cachan,94230,74B RUE ETIENNE DOLET,16/06/2020,Appartement,430000,3,65,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344909,Cachan,94230,46 AV DUMOTEL,12/06/2020,Appartement,777900,4,116,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345125,Cachan,94230,209 BD DE LA VANNE,11/06/2020,Maison,692120,4,195,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-345142,Cachan,94230,40 BD DE LA VANNE,11/06/2020,Maison,530000,4,72,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344696,Cachan,94230,78 RUE DES VIGNES,08/06/2020,Appartement,322500,3,72,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344595,Cachan,94230,40 AV DU PRESIDENT WILSON,05/06/2020,Appartement,122500,1,28,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344754,Cachan,94230,50 RUE DE LA CITADELLE,04/06/2020,Maison,431000,4,54,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344944,Cachan,94230,41 RUE FIEF DES ARCS,04/06/2020,Maison,325000,3,49,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344741,Cachan,94230,11 RUE DU BEL AIR,02/06/2020,Appartement,232200,2,33,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344884,Cachan,94230,1 RUE CAMILLE DESMOULINS,02/06/2020,Appartement,424000,3,91,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344910,Cachan,94230,36 RUE CAMILLE DESMOULINS,02/06/2020,Appartement,500000,4,86,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344482,Cachan,94230,25 RUE LAVOISIER,02/06/2020,Appartement,257500,3,50,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344555,Cachan,94230,36 RUE CAMILLE DESMOULINS,29/05/2020,Appartement,380000,3,72,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344485,Cachan,94230,4 RUE REIMS,29/05/2020,Appartement,257350,2,53,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344500,Cachan,94230,20 AV DU PRESIDENT WILSON,28/05/2020,Appartement,210000,2,49,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344714,Cachan,94230,60 BD DE LA VANNE,28/05/2020,Maison,758500,5,110,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344686,Cachan,94230,70 AV CARNOT,28/05/2020,Appartement,262000,2,40,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344798,Cachan,94230,92 RUE ETIENNE DOLET,27/05/2020,Appartement,285500,2,66,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344610,Cachan,94230,5 RUE CAMILLE DESMOULINS,25/05/2020,Appartement,273000,2,52,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344753,Cachan,94230,31 RUE COUSTE,22/05/2020,Appartement,277370,2,40,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344611,Cachan,94230,3 RUE DU BEL AIR,20/05/2020,Appartement,139000,1,20,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344433,Cachan,94230,5 RUE DE L YSER,20/05/2020,Maison,860000,5,104,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344547,Cachan,94230,20 AV MAL DE LATTRE DE TASSIGNY,19/05/2020,Appartement,364000,4,83,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344552,Cachan,94230,167 RUE ETIENNE DOLET,19/05/2020,Appartement,260600,4,62,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344245,Cachan,94230,103 AV ARISTIDE BRIAND,18/05/2020,Appartement,780000,3,49,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344347,Cachan,94230,44 AV DUMOTEL,15/05/2020,Appartement,368000,3,67,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344418,Cachan,94230,1 RUE CAMILLE DESMOULINS,14/05/2020,Appartement,270000,2,54,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344426,Cachan,94230,21 RUE DE VERDUN,14/05/2020,Appartement,192000,2,37,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344271,Cachan,94230,25 AV BENOIT GUICHON,13/05/2020,Maison,530000,3,70,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344183,Cachan,94230,46 AV DUMOTEL,11/05/2020,Appartement,323880,3,67,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344169,Cachan,94230,10 RUE DE BERRY,07/05/2020,Appartement,135000,3,51,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344251,Cachan,94230,3B VLA CARNOT,06/05/2020,Maison,490000,5,110,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344249,Cachan,94230,22 SEN DES GARENNES,06/05/2020,Maison,500000,4,105,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344180,Cachan,94230,160 RUE ETIENNE DOLET,04/05/2020,Maison,380000,2,47,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344230,Cachan,94230,10 RUE DE BERRY,30/04/2020,Appartement,164000,3,53,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344550,Cachan,94230,18 RUE GALLIENI,30/04/2020,Appartement,298050,3,60,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344297,Cachan,94230,47 RUE MARCEL BONNET,30/04/2020,Appartement,88300,1,20,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344137,Cachan,94230,9 RUE FRANCOIS DELAGE,24/04/2020,Terrain,428000,0,0,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344133,Cachan,94230,71 RUE FIEF DES ARCS,20/04/2020,Maison,893000,7,200,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344075,Cachan,94230,20 AV DU PRESIDENT WILSON,17/04/2020,Appartement,297000,2,49,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344135,Cachan,94230,52 AV DUMOTEL,14/04/2020,Appartement,385000,5,81,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344048,Cachan,94230,20 RUE FRANCOIS DELAGE,02/04/2020,Terrain,213000,0,0,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344047,Cachan,94230,4 RUE REIMS,31/03/2020,Appartement,249000,2,38,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343994,Cachan,94230,38 AV PAUL VAILLANT COUTURIER,31/03/2020,Appartement,210000,3,60,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343971,Cachan,94230,32 RUE MARCEL BONNET,31/03/2020,Appartement,240000,2,43,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343957,Cachan,94230,36 AV JEAN JAURES,27/03/2020,Maison,450000,3,56,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343996,Cachan,94230,52 AV DUMOTEL,27/03/2020,Appartement,265000,2,45,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343997,Cachan,94230,17 RUE CAMILLE DESMOULINS,27/03/2020,Appartement,515000,4,94,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344043,Cachan,94230,165 AV ARISTIDE BRIAND,26/03/2020,Appartement,420000,4,87,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343998,Cachan,94230,25 RUE DES JARDINS,25/03/2020,Maison,540000,3,56,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-344055,Cachan,94230,26 RUE DES JARDINS,24/03/2020,Maison,650000,4,74,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343989,Cachan,94230,12 RUE COUSTE,20/03/2020,Appartement,463500,4,84,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343701,Cachan,94230,58 RUE GABRIEL PERI,17/03/2020,Appartement,484719,4,89,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343908,Cachan,94230,66 RUE DU PARC DE CACHAN,16/03/2020,Appartement,160000,2,34,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343925,Cachan,94230,18 RUE GALLIENI,16/03/2020,Appartement,305000,3,71,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343959,Cachan,94230,13 AV ARISTIDE BRIAND,16/03/2020,Appartement,245000,5,82,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343922,Cachan,94230,32 RUE MARCEL BONNET,13/03/2020,Appartement,232000,2,40,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343914,Cachan,94230,12 RUE COUSTE,13/03/2020,Appartement,286000,2,44,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343800,Cachan,94230,16 RUE GUICHARD,12/03/2020,Appartement,578000,5,140,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343917,Cachan,94230,7 AV DU PRESIDENT WILSON,12/03/2020,Appartement,238000,3,60,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343668,Cachan,94230,9 RUE REIMS,11/03/2020,Appartement,220000,3,44,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343926,Cachan,94230,26 PL JACQUES CARAT,06/03/2020,Appartement,470000,4,96,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343726,Cachan,94230,20 AV MAL DE LATTRE DE TASSIGNY,06/03/2020,Appartement,175000,2,36,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343667,Cachan,94230,56 AV DUMOTEL,04/03/2020,Appartement,363000,3,60,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343897,Cachan,94230,37 AV ARISTIDE BRIAND,03/03/2020,Appartement,120000,2,31,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343694,Cachan,94230,27 AV LOUIS GEORGEON,28/02/2020,Appartement,260000,2,38,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343763,Cachan,94230,27 AV LOUIS GEORGEON,28/02/2020,Appartement,316000,3,60,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343637,Cachan,94230,65 RUE DU PARC DE CACHAN,26/02/2020,Maison,620000,3,73,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343635,Cachan,94230,6 RUE DE LA CITADELLE,26/02/2020,Appartement,375000,4,81,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343403,Cachan,94230,21 RUE DE LA SOLIDARITE,26/02/2020,Appartement,182000,2,36,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343334,Cachan,94230,63 AV LEON BLUM,20/02/2020,Terrain,12000,0,0,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343758,Cachan,94230,6B RUE DU BEL AIR,20/02/2020,Maison,582000,5,105,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343519,Cachan,94230,7 AV DU PRESIDENT WILSON,18/02/2020,Appartement,263000,3,55,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343187,Cachan,94230,30 AV LOUIS GEORGEON,18/02/2020,Appartement,185000,2,50,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343458,Cachan,94230,20 AV MAL DE LATTRE DE TASSIGNY,18/02/2020,Appartement,235000,2,54,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343188,Cachan,94230,46 AV DUMOTEL,18/02/2020,Appartement,345000,3,67,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343314,Cachan,94230,32B ALL BAJOU,14/02/2020,Maison,668870,7,135,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343311,Cachan,94230,56 AV DUMOTEL,14/02/2020,Appartement,270000,2,45,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343269,Cachan,94230,6 RUE DE LA CITADELLE,13/02/2020,Appartement,315000,3,68,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343106,Cachan,94230,52 AV COUSIN DE MERICOURT,13/02/2020,Maison,520000,4,68,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343210,Cachan,94230,10 RUE DE BERRY,13/02/2020,Appartement,218000,4,60,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-343264,Cachan,94230,12 RUE RASPAIL,11/02/2020,Appartement,372500,2,68,30884,11272,42,11.6,18,2,2.74,720,3135,37.1
2020-92378,Libourne,33500,97 RUE DE LA MARNE,30/06/2020,Maison,340000,5,170,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92445,Libourne,33500,110 RUE JULES STEEG,30/06/2020,Maison,195000,4,80,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92503,Libourne,33500,3 ALL DES MARRONNIERS,29/06/2020,Maison,296000,5,123,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92287,Libourne,33500,8 AV DU PARC,26/06/2020,Maison,334472,6,94,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92346,Libourne,33500,77 RUE DU PRESIDENT DOUMER,24/06/2020,Appartement,75000,3,63,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92519,Libourne,33500,93 RTE DE SAINT EMILION,24/06/2020,Appartement,118000,4,64,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92342,Libourne,33500,55 RUE CLEMENT THOMAS,24/06/2020,Appartement,89000,2,55,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92401,Libourne,33500,11 RUE MONTESQUIEU,23/06/2020,Appartement,600000,3,87,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92285,Libourne,33500,2 RUE DU GRAND SIOUX,23/06/2020,Maison,210150,3,76,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92250,Libourne,33500,2 RUE HENRY GUILLIER,23/06/2020,Appartement,130000,3,51,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92266,Libourne,33500,93 RTE DE SAINT EMILION,23/06/2020,Appartement,68000,3,53,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92167,Libourne,33500,20 RUE JEAN MERMOZ,22/06/2020,Maison,135000,3,62,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92181,Libourne,33500,38 BD ANATOLE FRANCE,22/06/2020,Appartement,40000,1,27,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92370,Libourne,33500,19 RUE FOURCAUD,22/06/2020,Maison,171000,3,65,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92350,Libourne,33500,11 RUE WALDECK ROUSSEAU,19/06/2020,Appartement,93000,1,38,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92269,Libourne,33500,15 RUE DES 3 FRERES BEJARD,18/06/2020,Appartement,114000,3,55,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92518,Libourne,33500,20 RUE JEAN MERMOZ,18/06/2020,Appartement,131500,3,55,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92415,Libourne,33500,34 RUE FONNEUVE,17/06/2020,Appartement,74800,2,85,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92256,Libourne,33500,4 RUE MICHEL MONTAIGNE,16/06/2020,Appartement,309360,4,130,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92092,Libourne,33500,14 RUE DE GEREAUX,16/06/2020,Maison,575000,8,196,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92210,Libourne,33500,27 RUE PIERRE BENOIT,16/06/2020,Appartement,93500,4,77,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92305,Libourne,33500,15 RUE DE LA SOMME,15/06/2020,Maison,280000,4,97,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
2020-92343,Libourne,33500,22 RUE LYROT,12/06/2020,Maison,155000,5,93,24511,1188,2,13.7,23,3,20.63,788,2267,42.1
